event,league,date,fighter_1,fighter_2,winner,f1_age,f2_age,f1_style_dominant,f1_style_additional,f2_style_dominant,f2_style_additional,f1_weight,f2_weight,weight_advantage,f1_height,f2_height,height_advantage,f1_country,f2_country,f1_travel_penalty,f2_travel_penalty,domestic_advantage,travel_type,label,f1_style_combo_success_percent,f2_style_combo_success_percent,athlete1_style_advantage_rate,f1_gender,f2_gender,f1_is_current_title_holder,f2_is_current_title_holder,f1_low_rank_predictions,f1_high_rank_predictions,f2_low_rank_predictions,f2_high_rank_predictions,f1_domestic_win_rate,f1_transatlantic_win_rate,f2_domestic_win_rate,f2_transatlantic_win_rate,num_shared_opponents_value,mma_math_positive,mma_math_negative,has_head_to_head,head_to_head_result,num_second_order_valuable,second_order_mma_math_positive,second_order_mma_math_negative
East vs West 7,EvW,"May 6, 2023",Genadi Kvikvinia,Devon Larratt,Genadi Kvikvinia,40,50,Hook,Press,Toproll,King's Move,140.0,120.0,20.0,185.0,196.0,-11.0,Georgia,Canada,0,1,1,transatlantic,1,37.2,80.0,40.4,male,male,False,False,5,2,7,0,0.429,0.5,0.5,0.8,0,0,0,0,0,3,0,3
East vs West 6,EvW,"January 21, 2023",Doug Erlich,Raimonds Liepins,Doug Erlich,42,34,Hook,Press,Hook,Press,77.0,83.0,-6.0,185.0,170.0,15.0,United States,Latvia,0,0,0,domestic,1,37.2,37.2,,male,male,False,False,1,0,4,0,0.333,0.5,0.6,0.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Ahmet Yenerer,Robert Baxter,Ahmet Yenerer,53,60,Press,Hook,Hook,Toproll,121.0,119.0,2.0,183.0,193.0,-10.0,Turkey,United States Of America,0,0,0,domestic,1,82.4,39.7,83.3,male,male,False,False,0,0,2,0,1.0,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Efe Komek,Beket Aitbek,Efe Komek,30,22,Toproll,Hook,Toproll,Press,120.0,113.0,7.0,186.0,185.0,1.0,Turkey,Kazakhstan,0,0,0,domestic,1,53.4,58.5,,male,male,False,False,1,0,0,0,0.8,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Corey West,Ferit Osmanli,Corey West,34,43,Hook,Side,Hook,Toproll,195.0,137.0,58.0,192.0,187.0,5.0,United States Of America,Turkey,0,0,0,domestic,1,44.2,39.7,,male,male,False,False,8,0,0,0,0.286,0.0,0.0,0.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Davit Arabuli,Chance Shaw,Davit Arabuli,28,26,Toproll,Hook,Hook,Toproll,120.0,130.0,-10.0,188.0,183.0,5.0,Georgia,United States Of America,0,0,0,domestic,1,53.4,39.7,59.6,male,male,False,False,2,0,3,0,0.5,0.5,0.167,0.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Nurdalet Aidarkhan,Mindaugas Tarasaitis,Nurdalet Aidarkhan,27,34,Toproll,Hook,Toproll,Side,75.0,76.0,-1.0,175.0,178.0,-3.0,Kazakhstan,Lithuania,0,0,0,domestic,1,53.4,53.3,,male,male,False,False,5,0,2,0,0.667,0.5,0.778,0.5,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Zurab Tavberidze,Curtis Cameron,Zurab Tavberidze,28,39,Hook,Side,Toproll,,105.0,115.0,-10.0,180.0,175.0,5.0,Georgia,Canada,0,1,1,transatlantic,1,44.2,,40.4,male,male,False,False,3,0,2,0,0.455,1.0,0.5,0.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Barbora Bajciova,Gabriela Vasconcelos,Barbora Bajciova,25,37,Toproll,Hook,Hook,Toproll,122.0,80.0,42.0,188.0,157.0,31.0,Slovakia,Brazil,0,1,1,transatlantic,1,53.4,39.7,59.6,female,female,False,False,2,0,4,0,1.0,1.0,0.5,0.6,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Irakli Zirakashvili,John Brzenk,Irakli Zirakashvili,27,60,Toproll,Press,Hook,Toproll,95.0,104.0,-9.0,190.0,181.0,9.0,Georgia,United States Of America,0,0,0,domestic,1,58.5,39.7,59.6,male,male,False,False,2,0,8,1,0.667,0.5,0.4,0.0,0,0,0,0,0,1,0,1
East vs West 6,EvW,"January 21, 2023",Davit Samushia,Craig Tullier,Davit Samushia,33,52,Press,Hook,Side,Press,85.0,85.0,0.0,178.0,175.0,3.0,Georgia,United States Of America,0,0,0,domestic,1,82.4,58.3,50.0,male,male,False,False,7,0,1,0,0.833,0.5,0.5,1.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Alizhan Muratov,Oleg Petrenko,Alizhan Muratov,27,29,Toproll,Hook,Side,Toproll,104.0,104.0,0.0,180.0,180.0,0.0,Kazakhstan,Ukraine,0,0,0,domestic,1,53.4,69.2,57.1,male,male,False,False,5,0,3,0,1.0,0.5,0.714,0.5,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Arif Ertem,Corey West,Arif Ertem,34,34,Toproll,Hook,Hook,Side,150.0,195.0,-45.0,186.0,192.0,-6.0,Turkey,United States Of America,0,0,0,domestic,1,53.4,44.2,59.6,male,male,False,False,5,0,8,0,0.4,0.5,0.286,0.0,0,0,0,0,0,1,1,0
East vs West 6,EvW,"January 21, 2023",Genadi Kvikvinia,Ferit Osmanli,Genadi Kvikvinia,40,43,Hook,Press,Hook,Toproll,140.0,137.0,3.0,185.0,187.0,-2.0,Georgia,Turkey,0,0,0,domestic,1,37.2,39.7,,male,male,False,False,9,0,0,0,0.429,0.5,0.0,0.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Paul Linn,Rustam Babayev,Paul Linn,44,43,Side,Hook,Hook,,95.0,95.0,0.0,183.0,172.0,11.0,United States Of America,Ukraine,0,0,0,domestic,1,47.4,,67.9,male,male,False,False,3,0,4,0,0.636,0.5,0.4,0.5,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Kydyrgali Ongarbaev,Michael Todd,Kydyrgali Ongarbaev,30,51,Toproll,Hook,King's Move,Side,105.0,105.0,0.0,186.0,191.0,-5.0,Kazakhstan,United States Of America,0,0,0,domestic,1,53.4,45.5,100.0,male,male,False,False,4,0,5,0,0.6,0.0,0.5,0.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Jerry Cadorette,Georgi Tsvetkov,Jerry Cadorette,52,36,Press,,Toproll,Side,147.0,165.0,-18.0,187.0,190.0,-3.0,United States Of America,Bulgaria,0,0,0,domestic,1,,53.3,54.5,male,male,False,False,7,0,1,0,0.6,0.5,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Zurab Tavberidze,Ryan Bowen,Zurab Tavberidze,28,,Hook,Side,King's Move,Toproll,105.0,91.0,14.0,180.0,185.0,-5.0,Georgia,Australia,0,0,0,domestic,1,44.2,14.3,60.0,male,male,False,False,4,0,0,0,0.455,1.0,0.25,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Georgii Dzeranov,Serhii Kalinichenko,Georgii Dzeranov,38,32,Hook,Side,Toproll,Press,123.0,118.0,5.0,190.0,187.0,3.0,Kazakhstan,Ukraine,0,0,0,domestic,1,44.2,58.5,40.4,male,male,False,False,3,0,0,0,0.571,1.0,0.571,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Mindaugas Tarasaitis,Justin Bishop,Mindaugas Tarasaitis,34,36,Toproll,Side,King's Move,Press,76.0,82.0,-6.0,178.0,183.0,-5.0,Lithuania,United States Of America,0,0,0,domestic,1,53.3,0.0,100.0,male,male,False,False,3,0,0,0,0.778,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Adam Wawrzynski,Bozhidar Simeonov,Adam Wawrzynski,28,27,Toproll,Hook,Toproll,Side,93.0,85.0,8.0,183.0,175.0,8.0,United States Of America,Bulgaria,0,0,0,domestic,1,53.4,53.3,,male,male,False,False,0,0,3,0,0.5,0.5,0.4,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Oleg Petrenko,Zurab Tavberidze,Oleg Petrenko,29,28,Side,Toproll,Hook,Side,104.0,105.0,-1.0,180.0,180.0,0.0,Ukraine,Georgia,0,0,0,domestic,1,69.2,44.2,67.9,male,male,False,False,6,0,4,0,0.714,0.5,0.455,1.0,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Davit Samushia,Daniel Procopciuc,Davit Samushia,33,24,Press,Hook,Hook,Toproll,85.0,78.0,7.0,178.0,171.0,7.0,Georgia,Moldova,0,0,0,domestic,1,82.4,39.7,83.3,male,male,False,False,4,0,3,0,0.833,0.5,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Georgii Dzeranov,Wagner Bortolato,Georgii Dzeranov,38,44,Hook,Side,Hook,Press,123.0,151.0,-28.0,190.0,188.0,2.0,Kazakhstan,Brazil,0,1,1,transatlantic,1,44.2,37.2,,male,male,False,False,3,0,1,0,0.571,1.0,0.0,0.333,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Paul Linn,lrakli Gamtenadze,Paul Linn,44,,Side,Hook,Hook,,95.0,85.0,10.0,183.0,,,United States Of America,Georgia,0,0,0,domestic,1,47.4,,67.9,male,male,False,False,2,0,4,0,0.636,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",John Brzenk,Oleg Petrenko,John Brzenk,60,29,Hook,Toproll,Side,Toproll,104.0,104.0,0.0,181.0,180.0,1.0,United States Of America,Ukraine,0,0,0,domestic,1,39.7,69.2,32.1,male,male,False,False,5,1,6,0,0.4,0.0,0.714,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Artyom Morozov,Revaz Lutidze,Artyom Morozov,27,39,Toproll,Hook,Toproll,Hook,142.0,145.0,-3.0,195.0,195.0,0.0,Kazakhstan,Georgia,0,0,0,domestic,1,53.4,53.4,,male,male,True,False,6,1,1,0,0.733,1.0,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Ermes Gasparini,Dave Chaffee,Ermes Gasparini,31,48,Toproll,Press,Side,Press,130.0,125.0,5.0,188.0,188.0,0.0,Italy,United States Of America,0,0,0,domestic,1,58.5,58.3,57.1,male,male,False,False,5,2,5,0,0.6,0.667,0.375,0.0,1,1,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Haydar Gildil,Cobra Rhodes,Haydar Gildil,59,60,Toproll,Hook,Toproll,,73.0,75.0,-2.0,177.0,185.0,-8.0,Turkey,United States Of America,0,0,0,domestic,1,53.4,,,male,male,False,False,1,0,2,0,1.0,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Sandris Sedis,Matt Mask,Sandris Sedis,31,43,Toproll,Hook,Toproll,Hook,114.0,114.0,0.0,194.0,196.0,-2.0,Latvia,Canada,0,1,1,transatlantic,1,53.4,53.4,,male,male,False,False,2,0,6,0,0.6,1.0,1.0,0.455,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Artyom Morozov,Ermes Gasparini,Artyom Morozov,27,31,Toproll,Hook,Toproll,Press,142.0,130.0,12.0,195.0,188.0,7.0,Kazakhstan,Italy,0,0,0,domestic,1,53.4,58.5,,male,male,True,False,6,1,5,2,0.733,1.0,0.6,0.667,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Devon Larratt,Evgeny Prudnik,Devon Larratt,50,37,Toproll,King's Move,Hook,Toproll,120.0,115.0,5.0,196.0,185.0,11.0,Canada,Ukraine,1,0,-1,transatlantic,1,80.0,39.7,59.6,male,male,False,False,7,0,5,0,0.5,0.8,0.5,0.5,0,0,0,0,0,1,1,0
East vs West 4,EvW,"August 6, 2022",Raimonds Liepins,Ryan Bowen,Raimonds Liepins,34,,Hook,Press,King's Move,Toproll,83.0,91.0,-8.0,170.0,185.0,-15.0,Latvia,Australia,0,0,0,domestic,1,37.2,14.3,60.0,male,male,False,False,0,1,2,0,0.6,0.0,0.25,0.5,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",Revaz Lutidze,Derek Smith,Revaz Lutidze,39,39,Toproll,Hook,Hook,Toproll,145.0,133.0,12.0,195.0,203.0,-8.0,Georgia,United States Of America,0,0,0,domestic,1,53.4,39.7,59.6,male,male,False,False,5,0,1,0,0.5,0.5,0.333,0.0,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",Daniel Procopciuc,Corey Miller,Daniel Procopciuc,24,40,Hook,Toproll,Hook,,78.0,80.0,-2.0,171.0,173.0,-2.0,Moldova,United States Of America,0,0,0,domestic,1,39.7,,,male,male,False,False,3,1,0,0,0.5,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",Chance Shaw,Zurab Tavberidze,Chance Shaw,26,28,Hook,Toproll,Hook,Side,130.0,105.0,25.0,183.0,180.0,3.0,United States Of America,Georgia,0,0,0,domestic,1,39.7,44.2,,male,male,False,False,3,0,3,0,0.167,0.0,0.455,1.0,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",Sandris Sedis,Lachlan Adair,Sandris Sedis,31,35,Toproll,Hook,Hook,Press,114.0,107.0,7.0,194.0,186.0,8.0,Latvia,Australia,0,0,0,domestic,1,53.4,37.2,59.6,male,male,False,False,5,0,0,0,0.6,1.0,0.286,0.5,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",Yerdaulet Sarybay,Yusuf Yildizoglu,Yerdaulet Sarybay,28,30,Hook,Toproll,Toproll,Hook,105.0,72.0,33.0,183.0,180.0,3.0,Kazakhstan,Turkey,0,0,0,domestic,1,39.7,53.4,40.4,male,male,False,False,0,0,0,0,1.0,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",Irakli Zirakashvili,Krasimir Kostadinov,Irakli Zirakashvili,27,37,Toproll,Press,Hook,Side,95.0,104.0,-9.0,190.0,180.0,10.0,Georgia,Bulgaria,0,0,0,domestic,1,58.5,44.2,59.6,male,male,False,False,4,2,1,0,0.667,0.5,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",Artyom Morozov,Dave Chaffee,Artyom Morozov,27,48,Toproll,Hook,Side,Press,142.0,125.0,17.0,195.0,188.0,7.0,Kazakhstan,United States Of America,0,0,0,domestic,1,53.4,58.3,57.1,male,male,False,False,3,0,6,1,0.733,1.0,0.375,0.0,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",Gabriela Vasconcelos,Egle Vaitkute,Gabriela Vasconcelos,37,40,Hook,Toproll,Toproll,Hook,80.0,80.0,0.0,157.0,180.0,-23.0,Brazil,Lithuania,1,0,-1,transatlantic,1,39.7,53.4,40.4,female,female,False,False,5,2,0,1,0.5,0.6,0.5,0.333,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",Davit Samushia,Bozhidar Simeonov,Davit Samushia,33,27,Press,Hook,Toproll,Side,85.0,85.0,0.0,178.0,175.0,3.0,Georgia,Bulgaria,0,0,0,domestic,1,82.4,53.3,54.5,male,male,False,False,2,1,4,1,0.833,0.5,0.4,0.5,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",David Dadikyan,Oleg Zhokh,David Dadikyan,26,32,Hook,,Toproll,Hook,115.0,85.0,30.0,185.0,183.0,2.0,Armenia,Ukraine,0,0,0,domestic,1,,53.4,40.4,male,male,False,False,6,1,0,1,0.75,0.5,0.6,0.5,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",Gabriela Vasconcelos,Egle Vaitkute,Gabriela Vasconcelos,37,40,Hook,Toproll,Toproll,Hook,80.0,80.0,0.0,157.0,180.0,-23.0,Brazil,Lithuania,1,0,-1,transatlantic,1,39.7,53.4,40.4,female,female,False,False,5,2,0,1,0.5,0.6,0.5,0.333,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",Artyom Morozov,Kody Merritt,Artyom Morozov,27,51,Toproll,Hook,King's Move,Toproll,142.0,153.0,-11.0,195.0,188.0,7.0,Kazakhstan,United States Of America,0,0,0,domestic,1,53.4,14.3,100.0,male,male,False,False,3,0,0,0,0.733,1.0,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",Evgeny Prudnik,Todd Hutchings,Evgeny Prudnik,37,58,Hook,Toproll,Side,Press,115.0,98.0,17.0,185.0,180.0,5.0,Ukraine,United States Of America,0,0,0,domestic,1,39.7,58.3,32.1,male,male,False,False,7,2,1,0,0.5,0.5,0.75,0.5,0,0,0,0,0,1,0,1
East vs West 4,EvW,"August 6, 2022",Jerry Cadorette,Genadi Kvikvinia,Jerry Cadorette,52,40,Press,,Hook,Press,147.0,140.0,7.0,187.0,185.0,2.0,United States Of America,Georgia,0,0,0,domestic,1,,37.2,83.3,male,male,False,False,0,0,6,2,0.6,0.5,0.429,0.5,0,0,0,0,0,0,0,0
East vs West 4,EvW,"August 6, 2022",Kydyrgali Ongarbaev,John Brzenk,Kydyrgali Ongarbaev,30,60,Toproll,Hook,Hook,Toproll,105.0,104.0,1.0,186.0,181.0,5.0,Kazakhstan,United States Of America,0,0,0,domestic,1,53.4,39.7,59.6,male,male,False,False,1,1,6,1,0.6,0.0,0.4,0.0,0,0,0,0,0,0,0,0
East vs West 3,EvW,"May 21, 2022",Artyom Morozov,Derek Smith,Artyom Morozov,27,39,Toproll,Hook,Hook,Toproll,142.0,133.0,9.0,195.0,203.0,-8.0,Kazakhstan,United States Of America,0,0,0,domestic,1,53.4,39.7,59.6,male,male,False,False,2,0,2,0,0.733,1.0,0.333,0.0,0,0,0,0,0,0,0,0
East vs West 3,EvW,"May 21, 2022",Marcio Barboza,Sahip Caglar,Marcio Barboza,52,,Toproll,Hook,Hook,Toproll,111.0,80.0,31.0,183.0,,,Brazil,Turkey,1,0,-1,transatlantic,1,53.4,39.7,59.6,male,male,False,False,3,0,0,0,0.0,0.5,0.5,0.0,0,0,0,0,0,0,0,0
East vs West 3,EvW,"May 21, 2022",Tobias Sporrong,Evgeny Prudnik,Tobias Sporrong,27,37,Side,Hook,Hook,Toproll,130.0,115.0,15.0,193.0,185.0,8.0,Sweden,Ukraine,0,0,0,domestic,1,47.4,39.7,67.9,male,male,False,False,1,0,4,2,0.4,0.0,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 3,EvW,"May 21, 2022",Artyom Morozov,Matt Mask,Artyom Morozov,27,43,Toproll,Hook,Toproll,Hook,142.0,114.0,28.0,195.0,196.0,-1.0,Kazakhstan,Canada,0,1,1,transatlantic,1,53.4,53.4,,male,male,False,False,2,0,0,0,0.733,1.0,1.0,0.455,0,0,0,0,0,0,0,0
East vs West 3,EvW,"May 21, 2022",Zurab Tavberidze,Efe Komek,Zurab Tavberidze,28,30,Hook,Side,Toproll,Hook,105.0,120.0,-15.0,180.0,186.0,-6.0,Georgia,Turkey,0,0,0,domestic,1,44.2,53.4,40.4,male,male,False,False,1,2,0,0,0.455,1.0,0.8,0.5,0,0,0,0,0,0,0,0
East vs West 3,EvW,"May 21, 2022",Paul Linn,Davit Samushia,Paul Linn,44,33,Side,Hook,Press,Hook,95.0,85.0,10.0,183.0,178.0,5.0,United States Of America,Georgia,0,0,0,domestic,1,47.4,82.4,50.0,male,male,False,False,3,0,2,0,0.636,0.5,0.833,0.5,0,0,0,0,0,0,0,0
East vs West 3,EvW,"May 21, 2022",Arif Ertem,Krasimir Kostadinov,Arif Ertem,34,37,Toproll,Hook,Hook,Side,150.0,104.0,46.0,186.0,180.0,6.0,Turkey,Bulgaria,0,0,0,domestic,1,53.4,44.2,59.6,male,male,False,False,4,0,0,0,0.4,0.5,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 3,EvW,"May 21, 2022",Marcio Barboza,Tobias Sporrong,Marcio Barboza,52,27,Toproll,Hook,Side,Hook,111.0,130.0,-19.0,183.0,193.0,-10.0,Brazil,Sweden,1,0,-1,transatlantic,1,53.4,47.4,57.1,male,male,False,False,3,0,1,0,0.0,0.5,0.4,0.0,0,0,0,0,0,0,0,0
East vs West 3,EvW,"May 21, 2022",Evgeny Prudnik,Matt Mask,Evgeny Prudnik,37,43,Hook,Toproll,Toproll,Hook,115.0,114.0,1.0,185.0,196.0,-11.0,Ukraine,Canada,0,1,1,transatlantic,1,39.7,53.4,40.4,male,male,False,False,4,2,0,0,0.5,0.5,1.0,0.455,0,0,0,0,0,0,0,0
East vs West 3,EvW,"May 21, 2022",Revaz Lutidze,Michael Todd,Revaz Lutidze,39,51,Toproll,Hook,King's Move,Side,145.0,105.0,40.0,195.0,191.0,4.0,Georgia,United States Of America,0,0,0,domestic,1,53.4,45.5,100.0,male,male,False,False,0,1,3,0,0.5,0.5,0.5,0.0,0,0,0,0,0,0,0,0
East vs West 3,EvW,"May 21, 2022",Todd Hutchings,Irakli Zirakashvili,Todd Hutchings,58,27,Side,Press,Toproll,Press,98.0,95.0,3.0,180.0,190.0,-10.0,United States Of America,Georgia,0,0,0,domestic,1,58.3,58.5,42.9,male,male,False,False,3,0,2,2,0.75,0.5,0.667,0.5,0,0,0,0,0,0,0,0
East vs West 3,EvW,"May 21, 2022",Genadi Kvikvinia,Dave Chaffee,Genadi Kvikvinia,40,48,Hook,Press,Side,Press,140.0,125.0,15.0,185.0,188.0,-3.0,Georgia,United States Of America,0,0,0,domestic,1,37.2,58.3,32.1,male,male,False,False,1,1,6,1,0.429,0.5,0.375,0.0,0,0,0,0,0,0,0,0
East vs West 3,EvW,"May 21, 2022",John Brzenk,Zurab Tavberidze,John Brzenk,60,28,Hook,Toproll,Hook,Side,104.0,105.0,-1.0,181.0,180.0,1.0,United States Of America,Georgia,0,0,0,domestic,1,39.7,44.2,,male,male,False,False,4,0,1,2,0.4,0.0,0.455,1.0,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Vlad Dzisiak,Ramzi Tayba,Vlad Dzisiak,25,38,Toproll,Hook,Toproll,,75.0,79.0,-4.0,175.0,175.0,0.0,Ukraine,Qatar,0,0,0,domestic,1,53.4,,,male,male,False,False,0,0,0,0,1.0,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Angie Rose,Anna Gronlund,Angie Rose,57,49,Toproll,Hook,Toproll,,74.0,78.0,-4.0,172.0,167.0,5.0,Canada,Sweden,1,0,-1,transatlantic,1,53.4,,,female,female,False,False,0,0,0,0,0.5,1.0,0.5,0.0,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Zurab Tavberidze,Jonathan Breda,Zurab Tavberidze,28,31,Hook,Side,Hook,Press,105.0,102.0,3.0,180.0,180.0,0.0,Georgia,United States Of America,0,0,0,domestic,1,44.2,37.2,,male,male,False,False,0,0,0,0,0.455,1.0,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Efe Komek,Ron Bath,Efe Komek,30,63,Toproll,Hook,King's Move,Hook,120.0,113.0,7.0,186.0,191.0,-5.0,Turkey,United States Of America,0,0,0,domestic,1,53.4,16.7,100.0,male,male,False,False,1,0,1,0,0.8,0.5,0.0,0.0,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Sandris Sedis,Chance Shaw,Sandris Sedis,31,26,Toproll,Hook,Hook,Toproll,114.0,130.0,-16.0,194.0,183.0,11.0,Latvia,United States Of America,0,0,0,domestic,1,53.4,39.7,59.6,male,male,False,False,2,0,1,0,0.6,1.0,0.167,0.0,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Artyom Morozov,Tobias Sporrong,Artyom Morozov,27,27,Toproll,Hook,Side,Hook,142.0,130.0,12.0,195.0,193.0,2.0,Kazakhstan,Sweden,0,0,0,domestic,1,53.4,47.4,57.1,male,male,False,False,1,0,0,0,0.733,1.0,0.4,0.0,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Fia Reisek,Rebeka Martinkovicova,Fia Reisek,40,30,Unknown,,Toproll,Hook,69.0,68.0,1.0,170.0,170.0,0.0,Sweden,Slovakia,0,0,0,domestic,1,,53.4,,male,male,False,False,0,1,0,0,1.0,1.0,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Oleg Cherkasov,Yusuf Yildizoglu,Oleg Cherkasov,34,30,Hook,Toproll,Toproll,Hook,70.0,72.0,-2.0,182.0,180.0,2.0,Russia,Turkey,0,0,0,domestic,1,39.7,53.4,40.4,male,male,False,False,1,0,0,0,0.5,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Zurab Tavberidze,Ron Bath,Zurab Tavberidze,28,63,Hook,Side,King's Move,Hook,105.0,113.0,-8.0,180.0,191.0,-11.0,Georgia,United States Of America,0,0,0,domestic,1,44.2,16.7,60.0,male,male,False,False,0,0,1,0,0.455,1.0,0.0,0.0,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Aleksandr Beziazykov,Herman Stevens,Aleksandr Beziazykov,24,36,Toproll,Hook,Toproll,Hook,116.0,109.0,7.0,195.0,175.0,20.0,Russia,United States Of America,0,0,0,domestic,1,53.4,53.4,,male,male,False,False,0,0,0,0,0.6,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Evgeny Prudnik,Artyom Morozov,Evgeny Prudnik,37,27,Hook,Toproll,Toproll,Hook,115.0,142.0,-27.0,185.0,195.0,-10.0,Ukraine,Kazakhstan,0,0,0,domestic,1,39.7,53.4,40.4,male,male,False,False,2,0,1,0,0.5,0.5,0.733,1.0,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Todd Hutchings,Yordan Tsonev,Todd Hutchings,58,29,Side,Press,Hook,Side,98.0,105.0,-7.0,180.0,191.0,-11.0,United States Of America,Bulgaria,0,0,0,domestic,1,58.3,44.2,67.9,male,male,False,False,5,1,2,0,0.75,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Oleg Zhokh,Betkili Oniani,Oleg Zhokh,32,28,Toproll,Hook,Hook,Press,85.0,95.0,-10.0,183.0,190.0,-7.0,Ukraine,Georgia,0,0,0,domestic,1,53.4,37.2,59.6,male,male,False,False,1,1,4,0,0.6,0.5,0.6,0.5,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Ermes Gasparini,Arif Ertem,Ermes Gasparini,31,34,Toproll,Press,Toproll,Hook,130.0,150.0,-20.0,188.0,186.0,2.0,Italy,Turkey,0,0,0,domestic,1,58.5,53.4,,male,male,False,False,3,1,1,0,0.6,0.667,0.4,0.5,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",Genadi Kvikvinia,Michael Todd,Genadi Kvikvinia,40,51,Hook,Press,King's Move,Side,140.0,105.0,35.0,185.0,191.0,-6.0,Georgia,United States Of America,0,0,0,domestic,1,37.2,45.5,60.0,male,male,False,False,1,1,6,0,0.429,0.5,0.5,0.0,0,0,0,0,0,0,0,0
East vs West 2,EvW,"February 12, 2022",John Brzenk,Khadzimurat Zoloev,John Brzenk,60,41,Hook,Toproll,Hook,Toproll,104.0,93.0,11.0,181.0,178.0,3.0,United States Of America,Russia,0,0,0,domestic,1,39.7,39.7,,male,male,False,False,7,1,6,0,0.4,0.0,0.5,0.5,0,0,0,0,0,0,0,0
